OBJECTID,agency,comments,mapmethod,datecurrent,uniquefireidentifier,fireyear,incidentname,pooownerunit,perimeterdatetime,acres_burned,complexname,firecode,complexparentirwinid,pooresponsibleunit,state,inciwebid,localincidentidentifier,irwinid,incomplex,complexfirecode,shape__Area,shape__Length
23043,BLM,GPS ground,GPS-Walked/ Driven,10/14/2010 0:00,2009-COWRD-000424,2009,Grand,,8/21/2009 0:00,8.92537649,,E5LZ,,COWRD,CO,,424,,N,,61442.05859,2378.25663
23044,State agency,GPS,GPS-Unknown Travel Method,1/13/2011 0:00,2009-CASKU-004411,2009,OMEGA,,7/9/2009 18:46,40.11959434,,E1GP,,CASKU,CA,,4411,,N,,293085.0195,2282.676931
23045,Local agency,GPS,GPS-Unknown Travel Method,1/13/2011 0:00,2009-CAORC-004896,2009,ORTEGA,,11/16/2009 13:37,141.9769268,,E8SD,,CAORC,CA,,4896,,N,,828774.207,4425.897327
23046,BLM,GPS ground,GPS-Walked/ Driven,10/14/2010 0:00,2009-COWRD-000258,2009,Denny,,7/22/2009 0:00,83.24911775,,E2RH,,COWRD,CO,,258,,N,,572476.9727,5221.362179
23047,State agency,FireCode is for 2009 Winter Initial Attack.,Unknown,5/1/2009 0:00,2009-TXTXS-009003,2009,Trans Pecos,,4/28/2009 0:00,41833.91129,,EQ6P,,TXTXS,TX,,9003,,N,,228773355.7,249848.6731
23048,State agency,Perimeter from SCFC via SC-EMD,Unknown,4/28/2009 0:00,2009-SCSCS-090001,2009,Highway 31,,4/25/2009 15:00,20330.47132,,EU7E,,SCSCS,SC,,90001,,N,,119481971.7,63720.79898
23049,State agency,FIMT,Unknown,8/3/2009 0:00,2009-WASES-000735,2009,Union Valley,,8/1/2009 8:28,768.0212585,,E3JM,,WASES,WA,,735,,N,,6903773.477,14307.46952
23050,USFS,Cobra,Unknown,5/11/2009 0:00,2009-CALPF-001479,2009,Jesusita,,5/10/2009 11:00,8734.30429,,EV5C,,CALPF,CA,,1479,,N,,52135898.46,49391.57015
23051,State agency,Perimeter from TFS-No fire num,Unknown,4/28/2009 0:00,2009-TX,2009,Caseda,,4/16/2009 0:00,134.0926144,,,,TX,TX,,,,N,,763401.4922,6239.673282
23052,State agency,Perimeter from TFS-No fire num,Unknown,4/28/2009 0:00,2009-TX,2009,Jack County,,4/28/2009 0:00,1058.315071,,,,TX,TX,,,,N,,6165756.07,13982.66721
23053,State agency,Named 'Fire #176' in FireCode; DOFFire 904176,Unknown,6/1/2009 0:00,2009-AKSWS-904176,2009,Stony,,5/29/2009 0:00,236.3944971,,EXA9,,AKSWS,AK,,904176,,N,,4172839.484,8773.355029
23054,BIA,FIMT,Unknown,5/1/2009 0:00,2009-NCECA-094029,2009,Stoney Ridge,,4/29/2009 22:00,1287.226557,,EVP1,,NCECA,NC,,94029,,N,,7883412.488,24443.33613
23055,State agency,Named 'Fire #221` in FireCode; DOFFire 911221,Unknown,6/15/2009 0:00,2009-AKFAS-911221,2009,Brock Road,,6/8/2009 0:00,70.22469137,,EYF5,,AKFAS,AK,,911221,,N,,1560387.125,8029.445848
23056,State agency,Named 'Fire #195 in FireCode; DOFFire 904195,Unknown,6/17/2009 0:00,2009-AKSWS-904195,2009,Hohoitna,,6/16/2009 0:00,8617.263644,,EXH8,,AKSWS,AK,,904195,,N,,151379535.7,93763.11896
23057,State agency,Named 'Fire 189' in FireCode; DOFFire 904189,Unknown,6/19/2009 0:00,2009-AKSWS-904189,2009,Susulatna,,6/18/2009 0:00,16387.01442,,EXH6,,AKSWS,AK,,904189,,N,,339298704.9,146371.589
23058,BLM,GPS-Walk,GPS-Walked,2/12/2013 0:00,2009-NVCCD-000754,2009,Pine Nuts,,7/25/2009 0:00,87.78726312,,E2XM,,NVCCD,NV,,754,,N,,590392.7539,5662.032017
23059,USFS,GPS Helicopter,GPS-Flight,6/24/2009 0:00,2009-NMGNF-000170,2009,Diamond,,6/23/2009 17:00,16788.30547,,EX5D,,NMGNF,NM,,170,,N,,97446199.38,63984.92671
23060,BLM,,Unknown,7/14/2009 0:00,2009-AKTAD-000413,2009,Side Creek,,7/12/2009 0:00,57.64841119,,E1GU,,AKTAD,AK,,413,,N,,1375302.328,5378.705987
23061,BLM,,Unknown,8/4/2009 0:00,2009-IDIFD-009014,2009,Sweetwater,,8/3/2009 0:00,246.9979431,,E20H,,IDIFD,ID,,9014,,N,,1817928.402,7823.964104
23062,BLM,,Unknown,9/2/2009 0:00,2009-IDBOD-000490,2009,Paddock,,8/4/2009 10:33,504.9224611,,E35C,,IDBOD,ID,,490,,N,,3973093.727,16368.55778
23063,BLM,No Incident Name in FireCode,Unknown,7/2/2009 0:00,2009-AKGADC-000263,2009,Allman Lake,,6/30/2009 0:00,17856.1822,,EY46,,AKGADC,AK,,263,,N,,333146487.5,106708.9233
23064,State agency,No entry in FireCode; PI,Unknown,1/13/2011 0:00,2009-CA-000429,2009,BELOTTA,,5/18/2009 0:00,57.74203701,,,,CA,CA,,429,,N,,376591.9063,4618.079092
23065,BLM,,Unknown,2/16/2010 0:00,2009-AZSAD-009008,2009,Bright,,3/19/2009 14:41,75.26106074,,ES5S,,AZSAD,AZ,,9008,,N,,419117.1523,2910.770643
23066,State agency,Perimeter from TFS; GPS; no fire numbers available,GPS-Unknown Travel Method,4/27/2009 0:00,2009-TX,2009,Bellevue,,4/11/2009 0:00,26797.32167,,,,TX,TX,,,,N,,156954171.1,104765.0811
23067,State agency,No entry in FireCode; DOFFire 913185,Unknown,6/1/2009 0:00,2009-AK-913185,2009,East Fork Dennison,,5/30/2009 0:00,2800.403359,,,,AK,AK,,913185,,N,,56866743.77,31568.49842
23068,Local agency,GPS,GPS-Unknown Travel Method,1/13/2011 0:00,2009-CAKRN-092552,2009,SCHOOL,,8/24/2009 12:54,66.58548493,,E5QZ,,CAKRN,CA,,92552,,N,,401179.3945,3326.464242
23069,Local agency,No entry in FireCode; HD,Hand Sketch,1/13/2011 0:00,2009-CA-913668,2009,OAK,,5/13/2009 0:00,30.85495673,,,,CA,CA,,913668,,N,,186780.2773,1972.520771
23070,State agency,No entry in FireCode; GPS,GPS-Unknown Travel Method,1/13/2011 0:00,2009-CA-010228,2009,WEST WISE,,5/25/2009 0:00,15.6402339,,,,CA,CA,,10228,,N,,104733.3477,1598.191357
23071,USFS,GPS,GPS-Unknown Travel Method,1/8/2013 0:00,2009-AZCOF-000031,2009,Rattle Ridge,,5/28/2009 18:08,390.0276463,,EXX1,,AZCOF,AZ,,31,,N,,2346266.727,9937.842288
23072,USFS,,Unknown,1/8/2013 0:00,2009-AZCNF-000067,2009,Lochiel,,6/11/2009 16:43,2663.146602,,EY23,,AZCNF,AZ,,67,,N,,14834080.61,23890.67245
23073,State agency,,Unknown,1/20/2011 0:00,2009-NMN5S-000238,2009,WEST YO,,5/12/2009 13:29,79.45227852,,EWG9,,NMN5S,NM,,238,,N,,461405.5664,3169.7938
23074,USFS,FIMT,Unknown,7/20/2009 0:00,2009-CASRF-001131,2009,Backbone,,7/19/2009 14:07,6323.177161,,E0VS,,CASRF,CA,,1131,,N,,45085504.48,77660.28338
23075,BLM,GPS Walked/Driven,GPS-Walked/ Driven,7/22/2009 0:00,2009-IDBOD-000385,2009,Barks,,7/11/2009 0:00,32.84980999,,E1MC,,IDBOD,ID,,385,,N,,252330.5977,2286.661058
23076,BLM,DOFFire 931144,Unknown,5/29/2009 0:00,2009-AKUYD-000144,2009,Canvasback Lake,,5/24/2009 0:01,86.21816077,,EW7U,,AKUYD,AK,,144,,N,,2159597.766,8971.541669
23077,BLM,GPS Walked/Driven,GPS-Walked/ Driven,7/15/2009 0:00,2009-IDBOD-000320,2009,Gun Club,,6/30/2009 14:55,67.0536978,,EZ9Y,,IDBOD,ID,,320,,N,,521622.1719,4323.066108
23078,BLM,,Unknown,2/12/2013 0:00,2009-NVELD-E3H7,2009,Summit Two,,8/5/2009 0:00,19.71725999,,E3H7,,NVELD,NV,,,,N,,124965.3242,1674.492385
23079,USFS,AKA 0301 Black Butte in FireCode,Unknown,7/9/2009 0:00,2009-ORDEF-000301,2009,Black Butte II,,7/8/2009 16:00,567.3183452,,E04J,,ORDEF,OR,,301,,N,,4498012.781,18097.54305
23080,BLM,,Unknown,4/30/2009 0:00,2009-CACDD-005989,2009,Midway,,4/17/2009 0:00,111.6097703,,EUR0,,CACDD,CA,,5989,,N,,639700.6719,9325.06256
23081,NPS,,Unknown,5/1/2009 0:00,2009-FLBCP-090021,2009,Deep,,4/30/2009 18:30,29896.41591,,EU4Y,,FLBCP,FL,,90021,,N,,150775971.2,61913.58617
23082,USFS,No entry in FireCode,Unknown,11/16/2009 0:00,2009-AZASF-090240,2009,Wallow,,8/12/2009 0:00,160.1593559,,,,AZASF,AZ,,90240,,N,,936396.1836,4819.722869
23083,BLM,GPS ground,GPS-Walked/ Driven,10/14/2010 0:00,2009-COWRD-000171,2009,Holiday,,7/3/2009 0:00,1.00858713,,E0RM,,COWRD,CO,,171,,N,,6943.507813,388.5287353
23084,NPS,,Unknown,11/2/2010 0:00,2009-WYYNP-000920,2009,Arnica,,9/23/2009 12:25,10667.50984,,E7NP,,WYYNP,WY,,920,,N,,84903125.14,56232.54312
23085,USFS,GPS air,GPS-Flight,1/13/2011 0:00,2009-CAANF-002787,2009,Osito,,7/13/2009 0:00,332.0351727,,E1TE,,CAANF,CA,,2787,,N,,1989296.059,6284.467555
23086,BLM,GPS,GPS-Unknown Travel Method,8/5/2009 0:00,2009-ORVAD-000063,2009,Rhinehart Butte 2,,8/4/2009 14:00,864.5676138,,E34S,,ORVAD,OR,,63,,N,,6756644.938,12357.36061
23087,BLM,,Unknown,5/31/2011 0:00,2009-COUPD-000096,2009,Grammor,,10/19/2009 0:00,789.139434,,E1WR,,COMRD,CO,,96,,N,,5178636.676,14608.1267
23088,USFS,No entry in FireCode; GPS Helicopter,GPS-Flight,7/31/2009 0:00,2009-CASHF,2009,Jones,,7/30/2009 13:00,39.09997198,,,,CASHF,CA,,,,N,,277010.1094,2321.67151
23089,State agency,,Unknown,5/22/2009 0:00,2009-MIMIS-020091,2009,Black River Falls,,5/20/2009 16:17,811.0239287,,EW4P,,MIMIS,MI,,20091,,N,,6899943.137,17239.26438
23090,BLM,Named 'Big Muddy' in FireCode; GPS Helicopter,GPS-Flight,8/6/2009 0:00,2009-ORPRD-000577,2009,Muddy Creek,,8/5/2009 10:00,16266.49738,,E37V,,ORPRD,OR,,577,,N,,130764847.7,88760.14624
23091,BLM,FireCode Discover Date 4/25/09,Unknown,7/7/2009 0:00,2009-IDIFD-009001,2009,Taylor,,6/12/2009 14:10,5.19456635,,EVH5,,IDIFD,ID,,9001,,N,,39788.67578,1709.564992
23092,State agency,Named 'Fire 002' in FireCode; formerly 'SWS 1',Unknown,6/19/2009 0:00,2009-AKSWS-904002,2009,Post River,,6/18/2009 0:00,1042.672651,,ET6F,,AKSWS,AK,,904002,,N,,19542290.86,37445.75727
23093,Local agency,GPS Walked,GPS-Walked,10/26/2009 0:00,2009-IDEIX-009023,2009,Wheat,,10/23/2009 0:00,141.6148048,,E6ZV,,IDEIX,ID,,9023,,N,,1066857.031,6723.598416
23094,USFS,GPS,GPS-Unknown Travel Method,8/11/2009 0:00,2009-ORRSF-009334,2009,ABCD July August,,8/8/2009 0:00,156.8694427,,E4DW,,ORRSF,OR,,9334,,N,,1184434.227,6813.088979
23095,BIA,GPS Walked,GPS-Walked,8/13/2009 0:00,2009-IDFHA-009006,2009,Cove Springs,,8/7/2009 0:00,12.53007246,,E4KR,,IDFHA,ID,,9006,,N,,95457.92578,2620.181036
23096,BLM,GPS Driven,GPS-Driven,8/13/2009 0:00,2009-IDTFD-000226,2009,Hawley,,8/6/2009 0:00,14.36581129,,E4MB,,IDTFD,ID,,226,,N,,108006.6445,1949.382949
23097,BLM,Named ’0334’ in FireCode; GPS,GPS-Unknown Travel Method,8/13/2009 0:00,2009-ORPRD-000334,2009,I-334,,8/11/2009 17:00,290.405388,,E1ZY,,ORPRD,OR,,334,,N,,2331613.414,8656.689953
23098,State agency,Now named 'Fire 282' (WinterTrail) in FireCode,Unknown,6/24/2009 0:00,2009-AKSWS-904282,2009,Winter Trail,,6/21/2009 0:00,2308.384325,,EY99,,AKSWS,AK,,904282,,N,,41207536.3,46086.66498
23099,State agency,DOFFire 903378,Unknown,7/6/2009 0:00,2009-AKKKS-903378,2009,Ashley,,7/5/2009 0:00,9.76706589,,E02J,,AKKKS,AK,,903378,,N,,162424.7031,2535.473465
23100,NPS,GPS,GPS-Unknown Travel Method,1/13/2011 0:00,2009-CAJTP-007519,2009,LOST HORSE,,5/24/2009 16:49,450.7557867,,EW9H,,CAJTP,CA,,7519,,N,,2657364.492,6822.049932
23101,BLM,,Unknown,10/25/2013 0:00,2009-NMLCD-EXV4,2009,Rouse,,5/29/2009 0:00,65.84940118,,EXV4,,NMLCD,NM,,,,N,,383900.9805,2836.193616
23102,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Hoover,,8/4/2003 0:00,168.9025142,,,,CA,CA,,,,N,,1079834.879,5349.742761
23103,Local agency,GPS Walked,GPS-Walked,8/18/2009 0:00,2009-IDSIX-000261,2009,Kimama Butte,,8/13/2009 6:43,15.68840623,,E45Y,,IDSIX,ID,,261,,N,,117667.3398,1782.701643
23104,USFS,FIMT,Unknown,8/19/2009 0:00,2009-AZCOF-000099,2009,Taylor,,8/18/2009 19:55,3544.622995,,E5CH,,AZCOF,AZ,,99,,N,,21435331.66,24162.74704
23105,State agency,GPS Walked,GPS-Walked,8/18/2009 0:00,2009-IDSCS-000268,2009,North Cotterel,,8/17/2009 10:16,13.9051694,,E5EB,,IDSCS,ID,,268,,N,,103740.207,1501.987163
23106,BLM,GPS,GPS-Unknown Travel Method,8/18/2009 0:00,2009-ORVAD-000082,2009,Pine Ridge,,8/4/2009 0:00,865.8846247,,E39H,,ORVAD,OR,,82,,N,,6820376.148,16184.03218
23107,USFS,,Unknown,8/24/2009 0:00,2009-CAPNF-000782,2009,Elephant,,8/21/2009 8:40,445.1042938,,E5DR,,CAPNF,CA,,782,,N,,3060649.82,9287.071665
23108,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Jewell,,10/28/2003 0:00,41.74558319,,,,CA,CA,,,,N,,238759.25,3149.655171
23109,State agency,,Unknown,10/19/2009 0:00,2009-WASES-001076,2009,Beehive,,10/5/2009 0:00,520.0916024,,E70M,,WASES,WA,,1076,,N,,4578722.25,14332.91775
23110,State agency,,Unknown,8/26/2009 0:00,2009-WASES-000901,2009,Nahahum,,8/19/2009 0:00,48.49616784,,E5B1,,WASES,WA,,901,,N,,431290.4609,3127.093299
23111,BLM,,Unknown,3/29/2013 0:00,2009-UTSLD-000528,2009,Engleman,,8/6/2009 0:00,43.59891624,,E4HL,,UTSLD,UT,,528,,N,,300913.5703,3085.427566
23112,State agency,FIMT,Unknown,9/4/2009 0:00,2009-CABDU-009598,2009,Oak Glen,,9/3/2009 23:25,983.2409736,,E56J,,CABDU,CA,,9598,,N,,5809254.418,17289.75919
23113,NPS,FIMT,Unknown,9/8/2009 0:00,2009-CAYNP-003660,2009,Big Meadow,,9/4/2009 23:55,7416.687946,,E5UM,,CAYNP,CA,,3660,,N,,48067605.29,44974.08039
23114,USFS,No entry in FireCode or fire number; Heat perim,Infrared Image,9/8/2009 0:00,2009-UT,2009,Twin Hollow,,9/7/2009 2:24,269.3158517,,,,UT,UT,,,,N,,1854355.887,23793.40464
23115,BLM,,Unknown,10/25/2013 0:00,2009-NMLCD-EV1N,2009,Sunshine 1,,5/1/2009 0:00,387.4949859,,EV1N,,NMLCD,NM,,,,N,,2214856.82,13295.10322
23116,USFS,Named 'Saw Mill' in FireCode; IR Heat Perimeter,Infrared Image,9/8/2009 0:00,2009-UTFIF-000191,2009,Sawmill,,9/7/2009 1:50,6990.000971,,E41C,,UTFIF,UT,,191,,N,,47144053.32,44416.50448
23117,State agency,GPS,GPS-Unknown Travel Method,1/13/2011 0:00,2009-CATCU-005820,2009,ROCK,,6/26/2009 0:00,409.005194,,EZ90,,CATCU,CA,,5820,,N,,2672611.387,11049.07652
23118,USFS,IR Heat Perimeter,Infrared Image,9/8/2009 0:00,2009-UTMLF-009076,2009,Lake Fork,,9/7/2009 2:41,2076.699839,,E0NP,,UTMLF,UT,,9076,,N,,14294611.51,40738.48166
23119,BLM,GPS Walked,GPS-Walked,10/30/2009 0:00,2009-IDTFD-000279,2009,MM 137,,8/21/2009 11:28,1.51503091,,E5LU,,IDTFD,ID,,279,,N,,11445.16016,1009.565539
23120,BLM,GPS Walked,GPS-Walked,9/9/2009 0:00,2009-IDBOD-000593,2009,Rural Assist 7 Boise City,,8/26/2009 11:42,9.2062565,,E5SF,,IDBOD,ID,,593,,N,,71044.75391,1697.091999
23121,BLM,,Unknown,3/29/2013 0:00,2009-UTBRS-000603,2009,White  Valley,,8/30/2009 0:00,1588.686908,,E48J,,UTSLD,UT,,603,,N,,11595988.01,15770.92703
23122,BLM,Named 'Goldflat' in FireCode; GPS Walked/Driven,GPS-Walked/ Driven,9/9/2009 0:00,2009-IDBOD-000584,2009,Gold Flat,,8/24/2009 1:14,215.6236995,,E5MR,,IDBOD,ID,,584,,N,,1630504.898,5990.346346
23123,USFS,Named ’INC 111’ in FireCode,Unknown,9/10/2009 0:00,2009-ORWIF-000111,2009,Canal Creek,,9/5/2009 0:00,271.035839,,E5VM,,ORWIF,OR,,111,,N,,2166866.898,10763.82961
23124,BLM,GPS Walked/Driven,GPS-Walked/ Driven,9/11/2009 0:00,2009-IDBOD-000641,2009,Big Hill,,8/31/2009 3:26,189.3837386,,E54A,,IDBOD,ID,,641,,N,,1415046.625,10694.64129
23125,BLM,DOFFire 931291,Unknown,6/30/2009 0:00,2009-AKTAD-000291,2009,Blind River,,6/23/2009 0:00,125.3983339,,EZF8,,AKTAD,AK,,291,,N,,2851459.297,10674.25805
23126,USFS,IR Heat Perimeter,Infrared Image,9/14/2009 0:00,2009-UTDIF-090383,2009,Mill Flat,,9/7/2009 0:19,12603.69937,,E5GV,,UTDIF,UT,,90383,,N,,81107089.16,73680.63774
23127,State agency,No entry in FireCode; GPS,GPS-Unknown Travel Method,1/13/2011 0:00,2009-CA-002913,2009,BUCKLEY,,3/21/2009 0:00,45.44887606,,,,CA,CA,,2913,,N,,291576.2422,4224.016505
23128,State agency,GPS Driven,GPS-Driven,9/24/2009 0:00,2009-IDSCS-000376,2009,Highway 46,,9/22/2009 0:00,1103.812945,,E7F8,,IDSCS,ID,,376,,N,,8378379.582,16230.38166
23129,State agency,GPS,GPS-Unknown Travel Method,1/13/2011 0:00,2009-CAHUU-005837,2009,FRENCH,,10/1/2009 17:31,27.42397978,,E7ZU,,CAHUU,CA,,5837,,N,,190100.1602,2351.538813
23130,USFS,,Unknown,7/29/2009 0:00,2009-WAOWF-000537,2009,Shull Ridge,,7/26/2009 0:00,211.4394603,,E17D,,WAOWF,WA,,537,,N,,1976625.711,7648.94967
23131,USFS,IR Heat Perimeter,Infrared Image,9/28/2009 0:00,2009-ORUPF-009299,2009,Rainbow Creek,,9/27/2009 21:14,3818.625777,,E7KU,,ORUPF,OR,,9299,,N,,29049231.67,42341.26395
23132,BLM,GPS Walked,GPS-Walked,10/30/2009 0:00,2009-IDTFD-000225,2009,Monument,,8/6/2009 9:43,5.88386364,,E4HZ,,IDTFD,ID,,225,,N,,44851.55859,1964.125754
23133,NPS,,Unknown,1/13/2011 0:00,2009-CAYNP-001510,2009,GROUSE,,7/11/2009 0:00,3039.927183,,EX2P,,CAYNP,CA,,1510,,N,,19677131.93,24931.47564
23134,State agency,,Unknown,7/29/2009 0:00,2009-OR952S-000148,2009,McGinnis Creek,,7/27/2009 14:08,3416.2279,,E2XC,,OR952S,OR,,148,,N,,27293969.41,31335.91594
23135,State agency,Named 'Fire 204' in FireCode; DOFFire 912204,Unknown,8/7/2009 0:00,2009-AKDAS-912204,2009,Healy River,,5/30/2009 0:00,47.32346489,,EXN0,,AKDAS,AK,,912204,,N,,994485.0781,10353.81425
23136,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Marshal,,9/4/2003 0:00,126.8687105,,,,CA,CA,,,,N,,847350.8867,4945.984591
23137,BLM,No Incident Name in FireCode,Unknown,8/7/2009 0:00,2009-AKGADC-000259,2009,Nageethluk River,,6/30/2009 0:00,5701.671582,,EY4V,,AKGADC,AK,,259,,N,,105289016.4,59347.06275
23138,USFS,GPS,GPS-Unknown Travel Method,1/8/2013 0:00,2009-NMSNF-000093,2009,Jacquez,,7/7/2009 13:59,418.5468628,,E1E5,,NMSNF,NM,,93,,N,,2613460.078,11812.87561
23139,State agency,Named 'Fire 362' in FireCode,Unknown,8/10/2009 0:00,2009-AKCRS-904362,2009,Chakina,,8/8/2009 0:00,58180.75889,,E0N8,,AKCRS,AK,,904362,,N,,1014783506,212021.6838
23140,USFS,GPS,GPS-Unknown Travel Method,1/8/2013 0:00,2009-AZKNF-000392,2009,Castle,,6/15/2009 17:10,432.585276,,EY7S,,AZKNF,AZ,,392,,N,,2720580.047,6951.711261
23141,NPS,GPS,GPS-Unknown Travel Method,1/8/2013 0:00,2009-NMBAP-000023,2009,San Miguel,,7/2/2009 15:40,1636.091946,,E0MT,,NMBAP,NM,,23,,N,,10072847.25,24604.4829
23142,State agency,,Unknown,8/18/2009 0:00,2009-CASCU-003410,2009,Corral,,8/16/2009 0:00,12392.66031,,E45S,,CASCU,CA,,3410,,N,,80017752.59,43343.20811
23143,BLM,,Unknown,8/25/2009 0:00,2009-AKUYD-000464,2009,Mardow Creek,,8/21/2009 0:00,8753.799652,,E2BG,,AKUYD,AK,,464,,N,,206672355.3,93408.08743
23144,BLM,,Unknown,10/9/2009 0:00,2009-AKGADC-E2PW,2009,Continental,,7/28/2009 0:00,1138.852331,,E2PW,,AKGADC,AK,,,,N,,28201755.89,27634.35062
23145,USFS,,Unknown,1/8/2013 0:00,2009-ID-000007,2009,Maud,,7/24/2009 0:00,442.8398729,,,,ID,ID,,7,,N,,3781243.828,10968.40142
23146,USFS,,Unknown,9/3/2009 0:00,2009-WAOWF-000792,2009,Sable Ridge,,9/2/2009 7:00,536.8265228,,E5SG,,WAOWF,WA,,792,,N,,4900434.633,11281.50951
23147,BLM,GPS Walked/Driven,GPS-Walked/ Driven,9/9/2009 0:00,2009-IDSIX-000397,2009,E Mindoka,,8/29/2009 12:58,11.57066134,,EJJ0,,IDSIX,ID,,397,,N,,86808.23438,1605.269733
23148,USFS,GPS,GPS-Unknown Travel Method,1/8/2013 0:00,2009-UTMLF-009183,2009,Duck Lake,,7/31/2009 14:00,723.7696262,,E4FM,,UTMLF,UT,,9183,,N,,4702843.906,9475.354796
23149,State agency,,Unknown,1/20/2011 0:00,2009-NMN5S-000180,2009,MERLINDA POWERLINE,,4/11/2009 9:38,17.89299979,,ET8D,,NMN5S,NM,,180,,N,,103879.4727,2068.559842
23150,BLM,,Unknown,10/9/2009 0:00,2009-AKGADC-000299,2009,Crow Lake,,7/11/2009 0:00,40.09493305,,EZH0,,AKGADC,AK,,299,,N,,958095.7813,5503.863167
23151,BLM,,Unknown,9/15/2010 0:00,2009-COGRD-000028,2009,Ruby Lee Fire,,4/2/2009 13:07,11.93330281,,ETY3,,COGRD,CO,,28,,N,,80876.22656,1747.503685
23152,BLM,Shapefile Fire_Name 'Sand Hallow';GPS Flight,GPS-Flight,9/9/2009 0:00,2009-IDBOD-000599,2009,Sand Hollow,,8/27/2009 1:54,1262.480548,,E5VK,,IDBOD,ID,,599,,N,,9835038.461,17555.78069
23153,BLM,,Unknown,1/13/2011 0:00,2009-CACDD-011923,2009,Checkpoint,,9/4/2009 11:58,43.85716527,,E6VD,,CACDD,CA,,11923,,N,,250941.2852,2567.436231
23154,BLM,,Unknown,1/20/2011 0:00,2009-NMCAD-000028,2009,RAINBOW,,8/9/2009 15:31,29.67539024,,E4W2,,NMCAD,NM,,28,,N,,167879.9922,2271.62519
23155,State agency,,Unknown,9/21/2009 0:00,2009-CARRU-082718,2009,Vail,,9/21/2009 15:00,398.3531369,,E7GC,,CARRU,CA,,82718,,N,,2322597.66,9598.755417
23156,BLM,GPS,GPS-Unknown Travel Method,8/5/2009 0:00,2009-ORLAD-000198,2009,Well,,7/31/2009 0:00,325.6340215,,E3TV,,ORLAD,OR,,198,,N,,2493371.055,12488.59815
23157,USFS,GPS,GPS-Unknown Travel Method,8/6/2009 0:00,2009-CAMDF-000236,2009,Flat,,7/31/2009 0:00,62.1129948,,E3TG,,CAMDF,CA,,236,,N,,443255.4844,3491.013496
23158,BLM,GPS,GPS-Unknown Travel Method,5/6/2011 0:00,2009-WYWBD-000068,2009,Sunlight,,4/25/2009 12:00,26.2947865,,EVB7,,WYWBD,WY,,68,,N,,211807.918,2684.120744
23159, BLM,GPS walked; Named 'Tylementery' in FireCode,GPS-Walked,5/6/2011 0:00,2009-WYJOX-009063,2009,Telemetry,,7/13/2009 17:30,9.55249711,,E1UG,,WYCAD,WY,,9063,,N,,75589.59766,1721.376186
23160,State agency,GPS,GPS-Unknown Travel Method,1/13/2011 0:00,2009-CANEU-013563,2009,MANZANITA,,7/5/2009 16:08,10.35636834,,E01E,,CANEU,CA,,13563,,N,,69392.15234,1578.312395
23161,USFS,,Unknown,9/2/2009 0:00,2009-AZTNF-000100,2009,Water Wheel,,8/31/2009 0:00,771.1500868,,E55S,,AZTNF,AZ,,100,,N,,4589820.422,9961.089321
23162,USFS,,Unknown,9/30/2009 0:00,2009-MTBRF-005112,2009,Kootenai Creek,,9/29/2009 18:00,6484.945883,,E2K3,,MTBRF,MT,,5112,,N,,55468745.05,97164.2682
23164,BLM,GPS Walked,GPS-Walked,10/2/2009 0:00,2009-IDTFD-000147,2009,Weigh Station,,7/18/2009 0:00,1.90287981,,E18X,,IDTFD,ID,,147,,N,,14390.48438,912.3529322
23165,BLM,Named '0488' in FireCode; GPS Walked,GPS-Walked,8/20/2009 0:00,2009-ORPRD-000488,2009,Alkali,,8/3/2009 22:00,46.20913173,,E38R,,ORPRD,OR,,488,,N,,362170.6016,3843.043037
23166,Unknown,No entry in FireCode; No Fire_Num,Unknown,9/10/2009 0:00,2009-WA,2009,Santa Fe Trail,,5/4/2009 0:00,61.7106648,,,,WA,WA,,,,N,,578150.5938,4170.536617
23167,USFS,,Unknown,1/8/2013 0:00,2009-AZCNF-000116,2009,Bald Ridge,,9/6/2009 11:01,606.5283462,,E6Q4,,AZCNF,AZ,,116,,N,,3451169.477,9644.070054
23168,BLM,No entry in FireCode,Unknown,8/12/2009 0:00,2009-ORPRD,2009,I-686,,8/6/2009 0:00,1401.095562,,,,ORPRD,OR,,,,N,,11362200.29,16086.42827
23169,USFS,FIMT,Unknown,10/7/2009 0:00,2009-CABDF-013278,2009,Sheep,,10/6/2009 22:51,7237.873356,,E71F,,CABDF,CA,,13278,,N,,43036317.56,64242.90758
23170,Local agency,,Unknown,1/13/2011 0:00,2009-CAKRN-018773,2009,BLUE,,6/28/2009 18:30,17.20203162,,EZ97,,CAKRN,CA,,18773,,N,,103883.7148,2292.121972
23171,State agency,No entry in FireCode; HD,Hand Sketch,1/13/2011 0:00,2009-CARRU-059617,2009,ELM,,7/7/2009 0:00,348.3581949,,,,CARRU,CA,,59617,,N,,2051128.438,5696.725458
23172,BLM,,Unknown,2/16/2010 0:00,2009-AZSAD-000019,2009,Buckeye,,4/26/2009 17:41,288.1693156,,EVF6,,AZSAD,AZ,,19,,N,,1635770.836,6485.972325
23173,BLM,Named ’0201’ in FireCode,Unknown,8/12/2009 0:00,2009-ORPRD-000201,2009,I-201,,8/12/2009 0:00,159.5558676,,EY3J,,ORPRD,OR,,201,,N,,1305075.133,5315.650862
